repo,pr_number,num_files,additions,deletions,duration_hours,description_length,num_comments,num_reviews,num_participants
socketio/socket.io,5205,2,13,12,56.11638888888889,733,0,0,1
socketio/socket.io,5200,1,1,1,539.0555555555555,1747,0,0,1
socketio/socket.io,5196,2,2,2,696.37,727,0,0,1
socketio/socket.io,5195,2,19,2,696.4005555555556,745,0,0,1
socketio/socket.io,5188,1,3,1,40.155,523,0,0,1
socketio/socket.io,5169,30,222,234,832.9841666666666,370,0,2,1
socketio/socket.io,5168,4,7,36,271.73055555555555,972,0,0,1
socketio/socket.io,5158,1,3,3,1076.7552777777778,423,0,1,2
socketio/socket.io,5134,3,54,4,1698.861388888889,1747,0,14,2
socketio/socket.io,5057,1,3,1,675.9497222222222,1259,0,2,3
socketio/socket.io,5052,1,76,16,1.5863888888888888,522,0,0,1
socketio/socket.io,5035,2,9,5,76.92055555555555,814,0,0,1
socketio/socket.io,5017,1,1,1,155.36333333333334,754,0,0,1
socketio/socket.io,5009,2,33,6,21.945,1308,0,0,1
socketio/socket.io,4971,1,10,8,4478.723055555555,806,0,0,1
socketio/socket.io,4963,1,6,0,24.8375,284,0,0,1
socketio/socket.io,4962,1,6,0,24.86,284,0,0,1
socketio/socket.io,4950,1,19,8,29.353055555555557,912,0,0,1
socketio/socket.io,4931,1,7,0,1376.7836111111112,572,0,0,1
socketio/socket.io,4915,9,296,9,59.934444444444445,921,0,0,1
socketio/socket.io,4907,1,1,2,1912.516388888889,367,0,0,1
socketio/socket.io,4878,1,1,1,928.0411111111111,468,0,2,2
socketio/socket.io,4853,1,16,29,902.9180555555556,57,0,0,1
socketio/socket.io,4817,11,631,321,923.7166666666667,612,0,2,2
socketio/socket.io,4779,1,1,0,1807.068888888889,384,0,0,1
socketio/socket.io,4773,3,74,4,46.461666666666666,277,0,4,2
socketio/socket.io,4740,1,2,2,42.739444444444445,760,0,0,1
socketio/socket.io,4701,1,3,1,4946.56,1180,0,0,1
socketio/socket.io,4699,30,7654,8570,71.21111111111111,765,0,0,1
socketio/socket.io,4698,1,2,2,116.79638888888888,781,0,0,1
socketio/socket.io,4675,1,2,0,3267.061111111111,452,0,1,2
socketio/socket.io,4672,30,6129,1015,444.7163888888889,284,0,0,1
socketio/socket.io,4639,1,128,0,14559.609722222222,444,0,1,2
socketio/socket.io,4625,1,1,1,246.19805555555556,492,0,1,2
socketio/socket.io,4622,2,9,7,19.665277777777778,364,0,1,2
socketio/socket.io,4619,1,1,1,446.3358333333333,284,0,0,1
socketio/socket.io,4602,5,123,2,80.11805555555556,1993,0,0,1
socketio/socket.io,4598,30,7654,8570,6375.135833333334,440,0,1,2
socketio/socket.io,4596,1,6,0,17.90861111111111,380,0,0,1
socketio/socket.io,4592,1,1,0,30.101666666666667,318,0,0,1
socketio/socket.io,4591,1,4,3,10.665,231,0,0,1
socketio/socket.io,4558,1,20,1,952.7744444444445,3590,0,0,1
socketio/socket.io,4515,30,1883,692,695.0330555555555,212,0,0,1
socketio/socket.io,4478,3,4901,6,286.95694444444445,356,0,0,1
socketio/socket.io,4466,1,3,0,6.383611111111111,1101,0,0,1
socketio/socket.io,4445,1,3,3,504.7061111111111,121,0,0,1
socketio/socket.io,4431,1,3,3,913.6297222222222,358,0,0,1
socketio/socket.io,4408,1,1,1,122.11444444444444,295,0,0,1
socketio/socket.io,4367,6,58,27,480.4277777777778,1943,0,0,1
socketio/socket.io,4351,1,10,9,189.80027777777778,476,0,0,1
socketio/socket.io,4347,1,14,1,33.208888888888886,1190,0,0,1
socketio/socket.io,4287,1,1,1,1514.0130555555556,293,0,0,1
socketio/socket.io,4279,6,151,5,1600.2936111111112,284,0,1,2
socketio/socket.io,4262,2,7,7,11.564722222222223,493,0,0,1
