repo,pr_number,duration_hours,description_length,num_comments,num_participants
sindresorhus/awesome-nodejs,1300,10.677222222222222,282,0,1
sindresorhus/awesome-nodejs,1299,6.6825,431,0,1
sindresorhus/awesome-nodejs,1295,360.61333333333334,190,0,1
sindresorhus/awesome-nodejs,1285,0.021666666666666667,882,0,1
sindresorhus/awesome-nodejs,1283,73.4888888888889,145,0,1
sindresorhus/awesome-nodejs,1278,1.4791666666666667,404,0,1
sindresorhus/awesome-nodejs,1277,1368.713611111111,503,0,1
sindresorhus/awesome-nodejs,1276,157.18583333333333,487,0,1
sindresorhus/awesome-nodejs,1274,0.8122222222222222,330,0,1
sindresorhus/awesome-nodejs,1273,1237.34,466,0,1
sindresorhus/awesome-nodejs,1272,45.87305555555555,387,0,1
sindresorhus/awesome-nodejs,1271,1.665,443,0,1
sindresorhus/awesome-nodejs,1270,0.3163888888888889,357,0,1
sindresorhus/awesome-nodejs,1268,36.74722222222222,327,0,1
sindresorhus/awesome-nodejs,1263,0.006666666666666667,330,0,1
sindresorhus/awesome-nodejs,1261,0.5680555555555555,416,0,1
sindresorhus/awesome-nodejs,1259,294.98833333333334,409,0,1
sindresorhus/awesome-nodejs,1256,0.8730555555555556,336,0,1
sindresorhus/awesome-nodejs,1255,204.29861111111111,478,0,1
sindresorhus/awesome-nodejs,1252,4421.044722222222,424,0,1
sindresorhus/awesome-nodejs,1250,0.675,631,0,1
sindresorhus/awesome-nodejs,1247,1435.62,678,0,1
sindresorhus/awesome-nodejs,1245,861.1461111111112,374,0,1
sindresorhus/awesome-nodejs,1243,211.7513888888889,443,0,1
sindresorhus/awesome-nodejs,1241,2.508611111111111,1087,0,1
sindresorhus/awesome-nodejs,1240,1555.8830555555555,330,0,1
sindresorhus/awesome-nodejs,1238,1966.7733333333333,968,0,1
sindresorhus/awesome-nodejs,1236,2057.3230555555556,330,0,1
sindresorhus/awesome-nodejs,1235,2058.7855555555557,330,0,1
sindresorhus/awesome-nodejs,1234,2058.766111111111,330,0,1
sindresorhus/awesome-nodejs,1233,2059.025833333333,546,0,1
sindresorhus/awesome-nodejs,1230,2161.802777777778,97,0,1
sindresorhus/awesome-nodejs,1229,13.72861111111111,330,0,1
sindresorhus/awesome-nodejs,1228,0.8377777777777777,492,0,1
sindresorhus/awesome-nodejs,1227,2539.82,288,0,1
sindresorhus/awesome-nodejs,1226,2608.617222222222,330,0,1
sindresorhus/awesome-nodejs,1224,124.95944444444444,42,0,1
sindresorhus/awesome-nodejs,1223,4.847222222222222,150,0,1
sindresorhus/awesome-nodejs,1220,12.890555555555556,595,0,1
sindresorhus/awesome-nodejs,1218,2207.3444444444444,588,0,1
sindresorhus/awesome-nodejs,1216,25.96,366,0,1
sindresorhus/awesome-nodejs,1215,4966.748055555556,330,0,1
sindresorhus/awesome-nodejs,1214,5.293888888888889,1076,0,1
sindresorhus/awesome-nodejs,1213,3479.199722222222,378,0,1
sindresorhus/awesome-nodejs,1212,81.80833333333334,411,0,1
sindresorhus/awesome-nodejs,1210,3573.2925,370,0,1
sindresorhus/awesome-nodejs,1209,10.814444444444444,359,0,1
sindresorhus/awesome-nodejs,1207,3764.077222222222,367,0,1
sindresorhus/awesome-nodejs,1206,3999.9975,510,0,1
sindresorhus/awesome-nodejs,1204,0.008611111111111111,3,0,1
sindresorhus/awesome-nodejs,1200,224.54083333333332,467,0,1
sindresorhus/awesome-nodejs,1196,6580.769444444444,330,0,1
sindresorhus/awesome-nodejs,1192,0.5155555555555555,708,0,1
sindresorhus/awesome-nodejs,1191,5266.744722222223,1021,0,1
sindresorhus/awesome-nodejs,1190,7514.130833333334,330,0,1
sindresorhus/awesome-nodejs,1189,7554.562777777778,484,0,1
sindresorhus/awesome-nodejs,1188,1899.4433333333334,432,0,1
sindresorhus/awesome-nodejs,1187,1899.4508333333333,393,0,1
sindresorhus/awesome-nodejs,1186,214.95388888888888,408,0,1
